,Year,date,home_team,away_team,home_score,away_score,home_ranking,away_ranking,rank_dif,goal_dif
1482,2011,2011-09-14,Argentina,Brazil,0,0,5,2,3,0
1483,2011,2011-09-28,Brazil,Argentina,2,0,2,5,-3,2
1484,2011,2011-10-07,Argentina,Chile,4,1,5,10,-5,3
1485,2011,2011-10-07,Azerbaijan,Austria,1,4,,10,,-3
1486,2011,2011-10-07,Belgium,Kazakhstan,4,1,1,,,3
1487,2011,2011-10-07,Costa Rica,Brazil,0,1,,2,,-1
1488,2011,2011-10-07,Cyprus,Denmark,1,4,,9,,-3
1489,2011,2011-10-07,Czech Republic,Spain,0,2,6,7,-1,-2
1490,2011,2011-10-07,France,Albania,3,0,3,,,3
1491,2011,2011-10-07,Greece,Croatia,2,0,,6,,2
1492,2011,2011-10-07,South Korea,Poland,2,2,,7,,0
1493,2011,2011-10-07,Montenegro,England,2,2,,4,,0
1494,2011,2011-10-07,Netherlands,Moldova,1,0,10,,,1
1495,2011,2011-10-07,Portugal,Iceland,5,3,8,,,2
1496,2011,2011-10-07,Serbia,Italy,1,1,,6,,0
1497,2011,2011-10-07,Slovakia,Russia,0,1,,9,,-1
1498,2011,2011-10-07,Turkey,Germany,1,3,10,1,9,-2
1499,2011,2011-10-07,Uruguay,Bolivia,4,2,8,,,2
1500,2011,2011-10-07,Wales,Switzerland,2,0,,8,,2
1501,2011,2011-10-08,Egypt,Niger,3,0,9,,,3
1502,2011,2011-10-08,Nigeria,Guinea,2,2,9,,,0
1503,2011,2011-10-08,United States,Honduras,1,0,8,,,1
1504,2011,2011-10-11,Belarus,Poland,0,2,,7,,-2
1505,2011,2011-10-11,Bolivia,Colombia,1,2,,10,,-1
1506,2011,2011-10-11,Chile,Peru,4,2,10,,,2
1507,2011,2011-10-11,Croatia,Latvia,2,0,6,,,2
1508,2011,2011-10-11,Denmark,Portugal,2,1,9,8,1,1
1509,2011,2011-10-11,France,Bosnia and Herzegovina,1,1,3,,,0
1510,2011,2011-10-11,Germany,Belgium,3,1,1,1,0,2
1511,2011,2011-10-11,Ghana,Nigeria,0,0,,9,,0
1512,2011,2011-10-11,Italy,Northern Ireland,3,0,6,,,3
1513,2011,2011-10-11,Kazakhstan,Austria,0,0,,10,,0
1514,2011,2011-10-11,Lithuania,Czech Republic,1,4,,6,,-3
1515,2011,2011-10-11,Mexico,Brazil,1,2,9,2,7,-1
1516,2011,2011-10-11,Paraguay,Uruguay,1,1,,8,,0
1517,2011,2011-10-11,Russia,Andorra,6,0,9,,,6
1518,2011,2011-10-11,Spain,Scotland,3,1,7,,,2
1519,2011,2011-10-11,Sweden,Netherlands,3,2,,10,,1
1520,2011,2011-10-11,Switzerland,Montenegro,2,0,8,,,2
1521,2011,2011-10-11,Turkey,Azerbaijan,1,0,10,,,1
1522,2011,2011-10-11,United States,Ecuador,0,1,8,,,-1
1523,2011,2011-10-11,Venezuela,Argentina,1,0,,5,,1
1524,2011,2011-11-10,Gabon,Brazil,0,2,,2,,-2
1525,2011,2011-11-11,Argentina,Bolivia,1,1,5,,,0
1526,2011,2011-11-11,Belgium,Romania,2,1,1,,,1
1527,2011,2011-11-11,Bosnia and Herzegovina,Portugal,0,0,,8,,0
1528,2011,2011-11-11,Colombia,Venezuela,1,1,10,,,0
1529,2011,2011-11-11,Czech Republic,Montenegro,2,0,6,,,2
1530,2011,2011-11-11,Denmark,Sweden,2,0,9,,,2
1531,2011,2011-11-11,France,United States,1,0,3,8,-5,1
1532,2011,2011-11-11,Greece,Russia,1,1,,9,,0
1533,2011,2011-11-11,Mexico,Serbia,2,0,9,,,2
1534,2011,2011-11-11,Netherlands,Switzerland,0,0,10,8,2,0
1535,2011,2011-11-11,Poland,Italy,0,2,7,6,1,-2
1536,2011,2011-11-11,Turkey,Croatia,0,3,10,6,4,-3
1537,2011,2011-11-11,Ukraine,Germany,3,3,,1,,0
1538,2011,2011-11-11,Uruguay,Chile,4,0,8,10,-2,4
1539,2011,2011-11-12,England,Spain,1,0,4,7,-3,1
1540,2011,2011-11-12,Nigeria,Botswana,0,0,9,,,0
1541,2011,2011-11-14,Brazil,Egypt,2,0,2,9,-7,2
1542,2011,2011-11-15,Chile,Paraguay,2,0,10,,,2
1543,2011,2011-11-15,Colombia,Argentina,1,2,10,5,5,-1
1544,2011,2011-11-15,Costa Rica,Spain,2,2,,7,,0
1545,2011,2011-11-15,Croatia,Turkey,0,0,6,10,-4,0
1546,2011,2011-11-15,Denmark,Finland,2,1,9,,,1
1547,2011,2011-11-15,England,Sweden,1,0,4,,,1
1548,2011,2011-11-15,France,Belgium,0,0,3,1,2,0
1549,2011,2011-11-15,Germany,Netherlands,3,0,1,10,-9,3
1550,2011,2011-11-15,Italy,Uruguay,0,1,6,8,-2,-1
1551,2011,2011-11-15,Luxembourg,Switzerland,0,1,,8,,-1
1552,2011,2011-11-15,Montenegro,Czech Republic,0,1,,6,,-1
1553,2011,2011-11-15,Nigeria,Zambia,2,0,9,,,2
1554,2011,2011-11-15,Poland,Hungary,2,1,7,,,1
1555,2011,2011-11-15,Portugal,Bosnia and Herzegovina,6,2,8,,,4
1556,2011,2011-11-15,Slovenia,United States,2,3,,8,,-1
1557,2011,2011-11-15,Ukraine,Austria,2,1,,10,,1
1558,2011,2011-12-21,Chile,Paraguay,3,2,10,,,1
1559,2012,2012-01-11,Nigeria,Angola,0,0,9,,,0
1560,2012,2012-01-21,United States,Venezuela,1,0,8,,,1
1561,2012,2012-01-25,Mexico,Venezuela,3,1,9,,,2
1562,2012,2012-01-25,Panama,United States,0,1,,8,,-1
1563,2012,2012-02-15,Liberia,Nigeria,0,2,,9,,-2
1564,2012,2012-02-15,Paraguay,Chile,2,0,,10,,2
1565,2012,2012-02-27,Egypt,Kenya,5,0,9,,,5
1566,2012,2012-02-28,Bosnia and Herzegovina,Brazil,1,2,,2,,-1
1567,2012,2012-02-29,Austria,Finland,3,1,10,,,2
1568,2012,2012-02-29,Chile,Ghana,1,1,10,,,0
1569,2012,2012-02-29,Croatia,Sweden,1,3,6,,,-2
1570,2012,2012-02-29,Denmark,Russia,0,2,9,9,0,-2
1571,2012,2012-02-29,Egypt,Niger,1,0,9,,,1
1572,2012,2012-02-29,England,Netherlands,2,3,4,10,-6,-1
1573,2012,2012-02-29,Germany,France,1,2,1,3,-2,-1
1574,2012,2012-02-29,Greece,Belgium,1,1,,1,,0
1575,2012,2012-02-29,Republic of Ireland,Czech Republic,1,1,,6,,0
1576,2012,2012-02-29,Italy,United States,0,1,6,8,-2,-1
1577,2012,2012-02-29,Mexico,Colombia,0,2,9,10,-1,-2
1578,2012,2012-02-29,Poland,Portugal,0,0,7,8,-1,0
1579,2012,2012-02-29,Romania,Uruguay,1,1,,8,,0
1580,2012,2012-02-29,Rwanda,Nigeria,0,0,,9,,0
1581,2012,2012-02-29,Spain,Venezuela,5,0,7,,,5
1582,2012,2012-02-29,Switzerland,Argentina,1,3,8,5,3,-2
1583,2012,2012-02-29,Turkey,Slovakia,1,2,10,,,-1
1584,2012,2012-03-02,Egypt,DR Congo,0,0,9,,,0
1585,2012,2012-03-21,Chile,Peru,3,1,10,,,2
1586,2012,2012-03-29,Egypt,Uganda,2,1,9,,,1
1587,2012,2012-03-31,Egypt,Chad,4,0,9,,,4
1588,2012,2012-04-11,Peru,Chile,0,3,,10,,-3
1589,2012,2012-04-12,Egypt,Nigeria,3,2,9,9,0,1
1590,2012,2012-04-15,Egypt,Mauritania,3,0,9,,,3
1591,2012,2012-04-17,Egypt,Iraq,0,0,9,,,0
1592,2012,2012-05-11,Lebanon,Egypt,1,4,,9,,-3
1593,2012,2012-05-20,Egypt,Cameroon,2,1,9,,,1
1594,2012,2012-05-22,Egypt,Togo,3,0,9,,,3
1595,2012,2012-05-22,Latvia,Poland,0,1,,7,,-1
1596,2012,2012-05-23,Peru,Nigeria,1,0,,9,,1
1597,2012,2012-05-24,Georgia,Turkey,1,3,,10,,-2
1598,2012,2012-05-25,Belgium,Montenegro,2,2,1,,,0
1599,2012,2012-05-25,Croatia,Estonia,3,1,6,,,2
1600,2012,2012-05-25,Russia,Uruguay,1,1,9,8,1,0
1601,2012,2012-05-26,Czech Republic,Israel,2,1,6,,,1
1602,2012,2012-05-26,Denmark,Brazil,1,3,9,2,7,-2
1603,2012,2012-05-26,Finland,Turkey,3,2,,10,,1
1604,2012,2012-05-26,Netherlands,Bulgaria,1,2,10,,,-1
1605,2012,2012-05-26,Norway,England,0,1,,4,,-1
1606,2012,2012-05-26,Poland,Slovakia,1,0,7,,,1
1607,2012,2012-05-26,Portugal,North Macedonia,0,0,8,,,0
1608,2012,2012-05-26,Spain,Serbia,2,0,7,,,2
1609,2012,2012-05-26,Switzerland,Germany,5,3,8,1,7,2
1610,2012,2012-05-26,United States,Scotland,5,1,8,,,4
1611,2012,2012-05-27,France,Iceland,3,2,3,,,1
1612,2012,2012-05-27,Mexico,Wales,2,0,9,,,2
1613,2012,2012-05-29,Bulgaria,Turkey,0,2,,10,,-2
1614,2012,2012-05-29,Lithuania,Russia,0,0,,9,,0
1615,2012,2012-05-30,Netherlands,Slovakia,2,0,10,,,2
1616,2012,2012-05-30,Spain,South Korea,4,1,7,,,3
1617,2012,2012-05-30,Switzerland,Romania,0,1,8,,,-1
1618,2012,2012-05-30,United States,Brazil,1,4,8,2,6,-3
1619,2012,2012-05-31,France,Serbia,2,0,3,,,2
1620,2012,2012-05-31,Germany,Israel,2,0,1,,,2
1621,2012,2012-05-31,Mexico,Bosnia and Herzegovina,2,1,9,,,1
1622,2012,2012-06-01,Austria,Ukraine,3,2,10,,,1
1623,2012,2012-06-01,Czech Republic,Hungary,1,2,6,,,-1
1624,2012,2012-06-01,Egypt,Mozambique,2,0,9,,,2
1625,2012,2012-06-01,Italy,Russia,0,3,6,9,-3,-3
1626,2012,2012-06-02,Argentina,Ecuador,4,0,5,,,4
1627,2012,2012-06-02,Bolivia,Chile,0,2,,10,,-2
1628,2012,2012-06-02,Denmark,Australia,2,0,9,,,2
1629,2012,2012-06-02,England,Belgium,1,0,4,1,3,1
1630,2012,2012-06-02,Netherlands,Northern Ireland,6,0,10,,,6
1631,2012,2012-06-02,Norway,Croatia,1,1,,6,,0
1632,2012,2012-06-02,Poland,Andorra,4,0,7,,,4
1633,2012,2012-06-02,Portugal,Turkey,1,3,8,10,-2,-2
1634,2012,2012-06-02,Uruguay,Venezuela,1,1,8,,,0
1635,2012,2012-06-03,Canada,United States,0,0,,8,,0
1636,2012,2012-06-03,Mexico,Brazil,2,0,9,2,7,2
1637,2012,2012-06-03,Nigeria,Namibia,1,0,9,,,1
1638,2012,2012-06-03,Peru,Colombia,0,1,,10,,-1
1639,2012,2012-06-03,Spain,China PR,1,0,7,,,1
1640,2012,2012-06-05,Austria,Romania,0,0,10,,,0
1641,2012,2012-06-05,France,Estonia,4,0,3,,,4
1642,2012,2012-06-05,Turkey,Ukraine,2,0,10,,,2
1643,2012,2012-06-08,Mexico,Guyana,3,1,9,,,2
1644,2012,2012-06-08,Poland,Greece,1,1,7,,,0
1645,2012,2012-06-08,Russia,Czech Republic,4,1,9,6,3,3
1646,2012,2012-06-08,United States,Antigua and Barbuda,3,1,8,,,2
1647,2012,2012-06-09,Brazil,Argentina,3,4,2,5,-3,-1
1648,2012,2012-06-09,Germany,Portugal,1,0,1,8,-7,1
1649,2012,2012-06-09,Malawi,Nigeria,1,1,,9,,0
1650,2012,2012-06-09,Netherlands,Denmark,0,1,10,9,1,-1
1651,2012,2012-06-09,Venezuela,Chile,0,2,,10,,-2
1652,2012,2012-06-10,Ecuador,Colombia,1,0,,10,,1
1653,2012,2012-06-10,Guinea,Egypt,2,3,,9,,-1
1654,2012,2012-06-10,Republic of Ireland,Croatia,1,3,,6,,-2
1655,2012,2012-06-10,Spain,Italy,1,1,7,6,1,0
1656,2012,2012-06-10,Uruguay,Peru,4,2,8,,,2
1657,2012,2012-06-11,France,England,1,1,3,4,-1,0
1658,2012,2012-06-12,El Salvador,Mexico,1,2,,9,,-1
1659,2012,2012-06-12,Greece,Czech Republic,1,2,,6,,-1
1660,2012,2012-06-12,Guatemala,United States,1,1,,8,,0
1661,2012,2012-06-12,Poland,Russia,1,1,7,9,-2,0
1662,2012,2012-06-13,Denmark,Portugal,2,3,9,8,1,-1
1663,2012,2012-06-13,Netherlands,Germany,1,2,10,1,9,-1
1664,2012,2012-06-14,Italy,Croatia,1,1,6,6,0,0
1665,2012,2012-06-14,Spain,Republic of Ireland,4,0,7,,,4
1666,2012,2012-06-15,Egypt,Central African Republic,2,3,9,,,-1
1667,2012,2012-06-15,Sweden,England,2,3,,4,,-1
1668,2012,2012-06-15,Ukraine,France,0,2,,3,,-2
1669,2012,2012-06-16,Greece,Russia,1,0,,9,,1
1670,2012,2012-06-16,Nigeria,Rwanda,2,0,9,,,2
1671,2012,2012-06-16,Poland,Czech Republic,0,1,7,6,1,-1
1672,2012,2012-06-17,Denmark,Germany,1,2,9,1,8,-1
1673,2012,2012-06-17,Portugal,Netherlands,2,1,8,10,-2,1
1674,2012,2012-06-18,Croatia,Spain,0,1,6,7,-1,-1
1675,2012,2012-06-18,Italy,Republic of Ireland,2,0,6,,,2
1676,2012,2012-06-19,Sweden,France,2,0,,3,,2
1677,2012,2012-06-19,Ukraine,England,0,1,,4,,-1
1678,2012,2012-06-21,Czech Republic,Portugal,0,1,6,8,-2,-1
1679,2012,2012-06-22,Germany,Greece,4,2,1,,,2
1680,2012,2012-06-23,Spain,France,2,0,7,3,4,2
1681,2012,2012-06-24,England,Italy,0,0,4,6,-2,0
1682,2012,2012-06-27,Portugal,Spain,0,0,8,7,1,0
1683,2012,2012-06-28,Germany,Italy,1,2,1,6,-5,-1
1684,2012,2012-06-30,Central African Republic,Egypt,1,1,,9,,0
1685,2012,2012-07-01,Spain,Italy,4,0,7,6,1,4
1686,2012,2012-08-15,Austria,Turkey,2,0,10,10,0,2
1687,2012,2012-08-15,Belgium,Netherlands,4,2,1,10,-9,2
1688,2012,2012-08-15,Croatia,Switzerland,2,4,6,8,-2,-2
1689,2012,2012-08-15,Denmark,Slovakia,1,3,9,,,-2
1690,2012,2012-08-15,Ecuador,Chile,3,0,,10,,3
1691,2012,2012-08-15,England,Italy,2,1,4,6,-2,1
1692,2012,2012-08-15,Estonia,Poland,1,0,,7,,1
1693,2012,2012-08-15,France,Uruguay,0,0,3,8,-5,0
1694,2012,2012-08-15,Germany,Argentina,1,3,1,5,-4,-2
1695,2012,2012-08-15,Mexico,United States,0,1,9,8,1,-1
1696,2012,2012-08-15,Niger,Nigeria,0,0,,9,,0
1697,2012,2012-08-15,Oman,Egypt,1,1,,9,,0
1698,2012,2012-08-15,Portugal,Panama,2,0,8,,,2
1699,2012,2012-08-15,Puerto Rico,Spain,1,2,,7,,-1
1700,2012,2012-08-15,Russia,Ivory Coast,1,1,9,,,0
1701,2012,2012-08-15,Sweden,Brazil,0,3,,2,,-3
1702,2012,2012-08-15,Ukraine,Czech Republic,0,0,,6,,0
1703,2012,2012-09-07,Argentina,Paraguay,3,1,5,,,2
1704,2012,2012-09-07,Brazil,South Africa,1,0,2,,,1
1705,2012,2012-09-07,Bulgaria,Italy,2,2,,6,,0
1706,2012,2012-09-07,Colombia,Uruguay,4,0,10,8,2,4
1707,2012,2012-09-07,Costa Rica,Mexico,0,2,,9,,-2
1708,2012,2012-09-07,Croatia,North Macedonia,1,0,6,,,1
1709,2012,2012-09-07,Finland,France,0,1,,3,,-1
1710,2012,2012-09-07,Germany,Faroe Islands,3,0,1,,,3
1711,2012,2012-09-07,Jamaica,United States,2,1,,8,,1
1712,2012,2012-09-07,Luxembourg,Portugal,1,2,,8,,-1
1713,2012,2012-09-07,Moldova,England,0,5,,4,,-5
1714,2012,2012-09-07,Montenegro,Poland,2,2,,7,,0
1715,2012,2012-09-07,Netherlands,Turkey,2,0,10,10,0,2
1716,2012,2012-09-07,Russia,Northern Ireland,2,0,9,,,2
1717,2012,2012-09-07,Slovenia,Switzerland,0,2,,8,,-2
1718,2012,2012-09-07,Spain,Saudi Arabia,5,0,7,,,5
1719,2012,2012-09-07,Wales,Belgium,0,2,,1,,-2
1720,2012,2012-09-08,Denmark,Czech Republic,0,0,9,6,3,0
1721,2012,2012-09-08,Liberia,Nigeria,2,2,,9,,0
1722,2012,2012-09-10,Brazil,China PR,8,0,2,,,8
1723,2012,2012-09-11,Austria,Germany,1,2,10,1,9,-1
1724,2012,2012-09-11,Belgium,Croatia,1,1,1,6,-5,0
1725,2012,2012-09-11,Chile,Colombia,1,3,10,10,0,-2
1726,2012,2012-09-11,Czech Republic,Finland,0,1,6,,,-1
1727,2012,2012-09-11,England,Ukraine,1,1,4,,,0
1728,2012,2012-09-11,France,Belarus,3,1,3,,,2
1729,2012,2012-09-11,Georgia,Spain,0,1,,7,,-1
1730,2012,2012-09-11,Hungary,Netherlands,1,4,,10,,-3
1731,2012,2012-09-11,Israel,Russia,0,4,,9,,-4
1732,2012,2012-09-11,Italy,Malta,2,0,6,,,2
1733,2012,2012-09-11,Mexico,Costa Rica,1,0,9,,,1
1734,2012,2012-09-11,Peru,Argentina,1,1,,5,,0
1735,2012,2012-09-11,Poland,Moldova,2,0,7,,,2
1736,2012,2012-09-11,Portugal,Azerbaijan,3,0,8,,,3
1737,2012,2012-09-11,Switzerland,Albania,2,0,8,,,2
1738,2012,2012-09-11,Turkey,Estonia,3,0,10,,,3
1739,2012,2012-09-11,Uruguay,Ecuador,1,1,8,,,0
1740,2012,2012-09-11,United States,Jamaica,1,0,8,,,1
1741,2012,2012-09-19,Brazil,Argentina,2,1,2,5,-3,1
1742,2012,2012-10-11,Brazil,Iraq,6,0,2,,,6
1743,2012,2012-10-12,Antigua and Barbuda,United States,1,2,,8,,-1
1744,2012,2012-10-12,Argentina,Uruguay,3,0,5,8,-3,3
1745,2012,2012-10-12,Armenia,Italy,1,3,,6,,-2
1746,2012,2012-10-12,Belarus,Spain,0,4,,7,,-4
1747,2012,2012-10-12,Bulgaria,Denmark,1,1,,9,,0
1748,2012,2012-10-12,Colombia,Paraguay,2,0,10,,,2
1749,2012,2012-10-12,Czech Republic,Malta,3,1,6,,,2
1750,2012,2012-10-12,Ecuador,Chile,3,1,,10,,2
1751,2012,2012-10-12,Egypt,Congo,3,0,9,,,3
1752,2012,2012-10-12,England,San Marino,5,0,4,,,5
1753,2012,2012-10-12,France,Japan,0,1,3,,,-1
1754,2012,2012-10-12,Guyana,Mexico,0,5,,9,,-5
1755,2012,2012-10-12,Republic of Ireland,Germany,1,6,,1,,-5
1756,2012,2012-10-12,Kazakhstan,Austria,0,0,,10,,0
1757,2012,2012-10-12,North Macedonia,Croatia,1,2,,6,,-1
1758,2012,2012-10-12,Netherlands,Andorra,3,0,10,,,3
1759,2012,2012-10-12,Poland,South Africa,1,0,7,,,1
1760,2012,2012-10-12,Russia,Portugal,1,0,9,8,1,1
1761,2012,2012-10-12,Serbia,Belgium,0,3,,1,,-3
1762,2012,2012-10-12,Switzerland,Norway,1,1,8,,,0
1763,2012,2012-10-12,Turkey,Romania,0,1,10,,,-1
1764,2012,2012-10-16,Austria,Kazakhstan,4,0,10,,,4
1765,2012,2012-10-16,Belgium,Scotland,2,0,1,,,2
1766,2012,2012-10-16,Bolivia,Uruguay,4,1,,8,,3
1767,2012,2012-10-16,Chile,Argentina,1,2,10,5,5,-1
1768,2012,2012-10-16,Colombia,Cameroon,3,0,10,,,3
1769,2012,2012-10-16,Croatia,Wales,2,0,6,,,2
1770,2012,2012-10-16,Czech Republic,Bulgaria,0,0,6,,,0
1771,2012,2012-10-16,Egypt,Tunisia,0,1,9,,,-1
1772,2012,2012-10-16,Germany,Sweden,4,4,1,,,0
1773,2012,2012-10-16,Hungary,Turkey,3,1,,10,,2
1774,2012,2012-10-16,Iceland,Switzerland,0,2,,8,,-2
1775,2012,2012-10-16,Italy,Denmark,3,1,6,9,-3,2
1776,2012,2012-10-16,Japan,Brazil,0,4,,2,,-4
1777,2012,2012-10-16,Mexico,El Salvador,2,0,9,,,2
1778,2012,2012-10-16,Portugal,Northern Ireland,1,1,8,,,0
1779,2012,2012-10-16,Romania,Netherlands,1,4,,10,,-3
1780,2012,2012-10-16,Russia,Azerbaijan,1,0,9,,,1
1781,2012,2012-10-16,Spain,France,1,1,7,3,4,0
1782,2012,2012-10-16,United States,Guatemala,3,1,8,,,2
1783,2012,2012-10-17,Poland,England,1,1,7,4,3,0
1784,2012,2012-11-14,Austria,Ivory Coast,0,3,10,,,-3
1785,2012,2012-11-14,Brazil,Colombia,1,1,2,10,-8,0
1786,2012,2012-11-14,Czech Republic,Slovakia,3,0,6,,,3
1787,2012,2012-11-14,Gabon,Portugal,2,2,,8,,0
1788,2012,2012-11-14,Georgia,Egypt,0,0,,9,,0
1789,2012,2012-11-14,Italy,France,1,2,6,3,3,-1
1790,2012,2012-11-14,Netherlands,Germany,0,0,10,1,9,0
1791,2012,2012-11-14,Panama,Spain,1,5,,7,,-4
1792,2012,2012-11-14,Poland,Uruguay,1,3,7,8,-1,-2
1793,2012,2012-11-14,Romania,Belgium,2,1,,1,,1
1794,2012,2012-11-14,Russia,United States,2,2,9,8,1,0
1795,2012,2012-11-14,Saudi Arabia,Argentina,0,0,,5,,0
1796,2012,2012-11-14,Serbia,Chile,3,1,,10,,2
1797,2012,2012-11-14,Sweden,England,4,2,,4,,2
1798,2012,2012-11-14,Tunisia,Switzerland,1,2,,8,,-1
1799,2012,2012-11-14,Turkey,Denmark,1,1,10,9,1,0
1800,2012,2012-11-14,Venezuela,Nigeria,1,3,,9,,-2
1801,2012,2012-11-21,Argentina,Brazil,2,1,5,2,3,1
1802,2012,2012-12-14,North Macedonia,Poland,1,4,,7,,-3
1803,2012,2012-12-28,Qatar,Egypt,0,2,,9,,-2
1804,2013,2013-01-02,Catalonia,Nigeria,1,1,,9,,0
1805,2013,2013-01-09,Cape Verde,Nigeria,0,0,,9,,0
1806,2013,2013-01-10,Ghana,Egypt,3,0,,9,,3
1807,2013,2013-01-14,Ivory Coast,Egypt,4,2,,9,,2
1808,2013,2013-01-19,Chile,Haiti,3,0,10,,,3
1809,2013,2013-01-21,Nigeria,Burkina Faso,1,1,9,,,0
1810,2013,2013-01-25,Zambia,Nigeria,1,1,,9,,0
1811,2013,2013-01-29,Ethiopia,Nigeria,0,2,,9,,-2
1812,2013,2013-01-29,United States,Canada,0,0,8,,,0
1813,2013,2013-02-02,Romania,Poland,1,4,,7,,-3
1814,2013,2013-02-03,Ivory Coast,Nigeria,1,2,,9,,-1
1815,2013,2013-02-06,Belgium,Slovakia,2,1,1,,,1
1816,2013,2013-02-06,Chile,Egypt,2,1,10,9,1,1
1817,2013,2013-02-06,Croatia,South Korea,4,0,6,,,4
1818,2013,2013-02-06,England,Brazil,2,1,4,2,2,1
1819,2013,2013-02-06,France,Germany,1,2,3,1,2,-1
1820,2013,2013-02-06,Greece,Switzerland,0,0,,8,,0
1821,2013,2013-02-06,Honduras,United States,2,1,,8,,1
1822,2013,2013-02-06,Iceland,Russia,0,2,,9,,-2
1823,2013,2013-02-06,Republic of Ireland,Poland,2,0,,7,,2
1824,2013,2013-02-06,North Macedonia,Denmark,3,0,,9,,3
1825,2013,2013-02-06,Mali,Nigeria,1,4,,9,,-3
1826,2013,2013-02-06,Mexico,Jamaica,0,0,9,,,0
1827,2013,2013-02-06,Netherlands,Italy,1,1,10,6,4,0
1828,2013,2013-02-06,Portugal,Ecuador,2,3,8,,,-1
1829,2013,2013-02-06,Spain,Uruguay,3,1,7,8,-1,2
1830,2013,2013-02-06,Sweden,Argentina,2,3,,5,,-1
1831,2013,2013-02-06,Turkey,Czech Republic,0,2,10,6,4,-2
1832,2013,2013-02-06,Wales,Austria,2,1,,10,,1
1833,2013,2013-02-10,Nigeria,Burkina Faso,1,0,9,,,1
1834,2013,2013-03-07,Qatar,Egypt,3,1,,9,,2
1835,2013,2013-03-21,Italy,Brazil,2,2,6,2,4,0
1836,2013,2013-03-22,Andorra,Turkey,0,2,,10,,-2
1837,2013,2013-03-22,Argentina,Venezuela,3,0,5,,,3
1838,2013,2013-03-22,Austria,Faroe Islands,6,0,10,,,6
1839,2013,2013-03-22,Colombia,Bolivia,5,0,10,,,5
1840,2013,2013-03-22,Croatia,Serbia,2,0,6,,,2
1841,2013,2013-03-22,Czech Republic,Denmark,0,3,6,9,-3,-3
1842,2013,2013-03-22,Egypt,Eswatini,10,0,9,,,10
1843,2013,2013-03-22,France,Georgia,3,1,3,,,2
1844,2013,2013-03-22,Honduras,Mexico,2,2,,9,,0
1845,2013,2013-03-22,Israel,Portugal,3,3,,8,,0
1846,2013,2013-03-22,Kazakhstan,Germany,0,3,,1,,-3
1847,2013,2013-03-22,North Macedonia,Belgium,0,2,,1,,-2
1848,2013,2013-03-22,Netherlands,Estonia,3,0,10,,,3
1849,2013,2013-03-22,Peru,Chile,1,0,,10,,1
1850,2013,2013-03-22,Poland,Ukraine,1,3,7,,,-2
1851,2013,2013-03-22,San Marino,England,0,8,,4,,-8
1852,2013,2013-03-22,Spain,Finland,1,1,7,,,0
1853,2013,2013-03-22,Uruguay,Paraguay,1,1,8,,,0
1854,2013,2013-03-22,United States,Costa Rica,1,0,8,,,1
1855,2013,2013-03-23,Cyprus,Switzerland,0,0,,8,,0
1856,2013,2013-03-23,Nigeria,Kenya,1,1,9,,,0
1857,2013,2013-03-25,Russia,Brazil,1,1,9,2,7,0
1858,2013,2013-03-26,Armenia,Czech Republic,0,3,,6,,-3
1859,2013,2013-03-26,Azerbaijan,Portugal,0,2,,8,,-2
1860,2013,2013-03-26,Belgium,North Macedonia,1,0,1,,,1
1861,2013,2013-03-26,Bolivia,Argentina,1,1,,5,,0
1862,2013,2013-03-26,Chile,Uruguay,2,0,10,8,2,2
1863,2013,2013-03-26,Denmark,Bulgaria,1,1,9,,,0
1864,2013,2013-03-26,Egypt,Zimbabwe,2,1,9,,,1
1865,2013,2013-03-26,France,Spain,0,1,3,7,-4,-1
1866,2013,2013-03-26,Germany,Kazakhstan,4,1,1,,,3
1867,2013,2013-03-26,Republic of Ireland,Austria,2,2,,10,,0
1868,2013,2013-03-26,Malta,Italy,0,2,,6,,-2
1869,2013,2013-03-26,Mexico,United States,0,0,9,8,1,0
1870,2013,2013-03-26,Montenegro,England,1,1,,4,,0
1871,2013,2013-03-26,Netherlands,Romania,4,0,10,,,4
1872,2013,2013-03-26,Poland,San Marino,5,0,7,,,5
1873,2013,2013-03-26,Turkey,Hungary,1,1,10,,,0
1874,2013,2013-03-26,Venezuela,Colombia,1,0,,10,,1
1875,2013,2013-03-26,Wales,Croatia,1,2,,6,,-1
1876,2013,2013-04-06,Bolivia,Brazil,0,4,,2,,-4
1877,2013,2013-04-17,Mexico,Peru,0,0,9,,,0
1878,2013,2013-04-24,Brazil,Chile,2,2,2,10,-8,0
1879,2013,2013-05-28,Turkey,Latvia,3,3,10,,,0
1880,2013,2013-05-29,Ecuador,Germany,2,4,,1,,-2
1881,2013,2013-05-29,England,Republic of Ireland,1,1,4,,,0
1882,2013,2013-05-29,United States,Belgium,2,4,8,1,7,-2
1883,2013,2013-05-31,Italy,San Marino,4,0,6,,,4
1884,2013,2013-05-31,Mexico,Nigeria,2,2,9,9,0,0
1885,2013,2013-05-31,Turkey,Slovenia,0,2,10,,,-2
1886,2013,2013-06-02,Brazil,England,2,2,2,4,-2,0
1887,2013,2013-06-02,United States,Germany,4,3,8,1,7,1
1888,2013,2013-06-04,Egypt,Botswana,1,1,9,,,0
1889,2013,2013-06-04,Jamaica,Mexico,0,1,,9,,-1
1890,2013,2013-06-04,Poland,Liechtenstein,2,0,7,,,2
1891,2013,2013-06-05,Denmark,Georgia,2,1,9,,,1
